spec_version,estimand,pheno_type,moderator,moderator_class,outcome,effect_scale,latitude,landscape_type,moderator_value,estimate,std_error,conf_low,conf_high,p_value
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,PA,0.625,8.32162559386441,1.2083450236243225,5.953312866662536,10.689938321066284,5.706298543218623e-12
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,UA,0.625,7.27381100055014,1.227437258326988,4.868078180946657,9.679543820153622,3.1037517810006402e-09
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,PA,0.6666666666666666,8.430615488585593,1.2111355220891584,6.056833484893727,10.80439749227746,3.3806165789747242e-12
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,UA,0.6666666666666666,7.312031333986931,1.2404680985971197,4.880758536765695,9.743304131208166,3.756486174465118e-09
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,PA,0.7083333333333333,8.512890238480573,1.212529528465755,6.13637603249636,10.889404444464786,2.2064973258899195e-12
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,UA,0.7083333333333333,7.356822172860896,1.245486658894368,4.915713178202812,9.797931167518982,3.4884810392301343e-09
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,PA,0.75,8.570536605611775,1.2121457794221957,6.194774533932039,10.94629867729151,1.5432149168940321e-12
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,UA,0.75,7.408088948452965,1.2415984088486982,4.974600783847279,9.841577113058651,2.4228668659956917e-09
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,PA,0.7916666666666666,8.607072930374029,1.2103741021189525,6.234783282400876,10.979362578347182,1.1513433215778194e-12
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,25,UA,0.7916666666666666,7.464906526946267,1.2305230901725357,5.053125588063164,9.87668746582937,1.3076859205644954e-09
