pheno_type,latitude_bin,longitude_bin,event_numerator,event_denominator,event_anomaly_sum,event_anomaly_n,latitude,longitude,event_frequency,mean_event_anomaly
EOS,24,103,26,75,-8.584190025695094,7.808903060874956,24.5,103.5,0.3466666666666667,-1.0992824419481615
EOS,24,104,21,47,-0.03023538540421213,0.03592291106562173,24.5,104.5,0.44680851063829785,-0.8416741435286248
EOS,24,105,15,48,-2.061679745340631,0.544603897361341,24.5,105.5,0.3125,-3.78565000237727
EOS,24,108,71,222,-0.044162463999054095,0.0168014079224037,24.5,108.5,0.31981981981981983,-2.628497814172229
EOS,24,109,97,231,0.002315057662921869,0.002779739265052261,24.5,109.5,0.4199134199134199,0.832832666008459
EOS,24,110,81,203,-0.0216624058834029,0.0064495934552074585,24.5,110.5,0.39901477832512317,-3.358724241124451
EOS,24,111,45,118,-0.11261508973140512,0.03543904007417198,24.5,111.5,0.3813559322033898,-3.1777127567707217
EOS,24,112,33,91,-0.007510964090418884,0.0013601651178563046,24.5,112.5,0.3626373626373626,-5.522097274672489
EOS,24,113,153,373,-0.018458097397200397,0.02202611283583855,24.5,113.5,0.4101876675603217,-0.838009753912063
EOS,24,114,88,270,-0.015275008345013765,0.0027019683713925824,24.5,114.5,0.32592592592592595,-5.65328910091612
EOS,24,115,56,166,-0.002460682847746813,0.01168626821688179,24.5,115.5,0.3373493975903614,-0.21056190069231434
EOS,24,116,78,256,-14.666000149348474,3.2894887106252804,24.5,116.5,0.3046875,-4.458443679097076
EOS,24,117,25,78,4.308542785160193,0.6716458780066602,24.5,117.5,0.32051282051282054,6.4149024452398535
EOS,24,118,8,28,1.7954038473975682,0.6822662417830733,24.5,118.5,0.2857142857142857,2.6315296543257922
EOS,24,120,14,134,-3.177844656158697,0.2714602862062082,24.5,120.5,0.1044776119402985,-11.70648090212623
EOS,24,121,286,1556,0.6089286392420366,6.9265527579838215,24.5,121.5,0.18380462724935734,0.0879122213485144
